标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
宏碁Acer【官方旗舰店】宏基 暗影骑士3 15.6英寸酷睿i7学生吃鸡游戏办公手提便携笔记本电脑 i7标压/发烧级GTX1060-6G独显 顶配版:16G/512G+1T,宏碁（acer）,宏碁Acer【官方旗舰店】宏基 暗影骑士3 15.6英寸酷睿i7学生吃鸡游戏办公手提便携笔记本电脑 i7标压/发烧级GTX1060-6G独显 顶配版:16G/512G+1T,32660161479,7798.00,5611,5,4063,2473,0.98,558,193,25,23
宏碁Acer【官方旗舰店】宏基 暗影骑士3 15.6英寸酷睿i7学生吃鸡游戏办公手提便携笔记本电脑 i7标压/发烧级GTX1060-6G独显 进阶版:8G/512G+1T,宏碁（acer）,宏碁Acer【官方旗舰店】宏基 暗影骑士3 15.6英寸酷睿i7学生吃鸡游戏办公手提便携笔记本电脑 i7标压/发烧级GTX1060-6G独显 进阶版:8G/512G+1T,32660161478,7399.00,5611,5,4063,2473,0.98,558,193,25,23
惠普（HP）新款小欧 星系列15青春版 15.6英寸十代四核笔记本电脑 轻薄便携办公手提游戏本 I5-10210U 8G 512GSSD+1T机械 MX130 2G独显 全高清屏,惠普（HP）,惠普（HP）星系列15 小欧15 星系列15青春版 15Q-DS0000TX 15-DU1007TX,37697412682,5599.00,5604,5,984,4735,0.96,15,18,25,15
中柏 Jumper EZpad 7s 10.8英寸4G+64G四核Z8350轻薄本win10笔记本平板电脑二合一 极光银,中柏（Jumper）,中柏EZpad HB10,6285058,1299.00,5601,5,5150,2649,0.96,840,80,110,86
惠普（HP）新款小欧 星系列15青春版 15.6英寸十代四核笔记本电脑 轻薄便携办公手提游戏本 I5-10210U 8G 256GSSD+1T机械 MX130 2G独显 全高清屏,惠普（HP）,惠普（HP）星系列15 小欧15 星系列15青春版 15Q-DS0000TX 15-DU1007TX,37697412681,5299.00,5604,5,984,4735,0.96,15,18,25,15
宏碁Acer【官方旗舰店】宏基 暗影骑士3 15.6英寸酷睿i7学生吃鸡游戏办公手提便携笔记本电脑 i7标压/发烧级GTX1060-6G独显 标配版:8G/128G+1T,宏碁（acer）,宏碁Acer【官方旗舰店】宏基 暗影骑士3 15.6英寸酷睿i7学生吃鸡游戏办公手提便携笔记本电脑 i7标压/发烧级GTX1060-6G独显 标配版:8G/128G+1T,42737631802,6998.00,5611,5,4063,2473,0.98,558,193,25,23
联想拯救者Y7000 2019款英特尔酷睿9代i5四核游戏本 手提学生吃鸡轻薄窄边框全面屏笔记本电脑 新一代GTX1650 4G独显 升级：i5-9300H/16G/1T大固态,联想（Lenovo）,联想拯救者Y7000 2019款英特尔酷睿9代i5四核游戏本 手提学生吃鸡轻薄窄边框全面屏笔记本电脑 新一代GTX1650 4G独显 升级：i5-9300H/16G/1T大固态,40151004959,3099.00,5784,5,4032,3242,0.97,225,303,81,31
戴尔（DELL）灵越游匣G5/G3 15.6英寸酷睿高清学生游戏本笔记本电脑 钢琴白新G5 i5-9300H 1650-4G显卡 16GB 256GB高速固态+1T定制,戴尔（DELL）,戴尔（DELL）灵越游匣G5/G3 15.6英寸酷睿高清学生游戏本笔记本电脑 钢琴白新G5 i5-9300H 1650-4G显卡 16GB 256GB高速固态+1T定制,41866444452,4999.00,5778,5,2382,3377,0.96,145,85,57,37
【二手9成新】Apple Macbook Pro苹果笔记本电脑13.3英寸 家用办公手提超极本 【限时抢购】MD101 i5升级8G/256G固态 【顺丰直邮】,Apple,【二手9成新】Apple Macbook Pro苹果笔记本电脑13.3英寸 家用办公手提超极本 【限时抢购】MD101 i5升级8G/256G固态 【顺丰直邮】,29870968295,8799.00,5691,5,4475,1990,0.99,143,225,24,12
【二手9成新】Apple Macbook Pro苹果笔记本电脑13.3英寸 家用办公手提超极本 【捡漏低价 限量疯抢】975 i7-8G/256G 【顺丰直邮】,Apple,【二手9成新】Apple Macbook Pro苹果笔记本电脑13.3英寸 家用办公手提超极本 【捡漏低价 限量疯抢】975 i7-8G/256G 【顺丰直邮】,29870979203,8399.00,5691,5,4475,1990,0.99,143,225,24,12
联想拯救者Y7000笔记本电脑游戏本电竞本9代酷睿六核i7-9750H 32G 1T+256G固态 定制 GTX1650 GDDR5 4G电竞独显,联想（Lenovo）,联想拯救者Y7000笔记本电脑游戏本电竞本9代酷睿六核i7-9750H 32G 1T+256G固态 定制 GTX1650 GDDR5 4G电竞独显,46140264310,7288.00,5934,5,1299,4612,0.98,44,11,13,10
联想拯救者Y7000笔记本电脑游戏本电竞本9代酷睿六核i7-9750H 16G内存 1TB固态 定制 GTX1650 GDDR5 4G电竞独显,联想（Lenovo）,联想拯救者Y7000笔记本电脑游戏本电竞本9代酷睿六核i7-9750H 16G内存 1TB固态 定制 GTX1650 GDDR5 4G电竞独显,46140264306,8969.00,5934,5,1299,4612,0.98,44,11,13,10
戴尔（DELL）灵越游匣G5/G3 15.6英寸酷睿高清学生游戏本笔记本电脑 钢琴白新G5 i5-9300H 1650-4G显卡 16GB 512GB高速固态+1T定制,戴尔（DELL）,戴尔（DELL）灵越游匣G5/G3 15.6英寸酷睿高清学生游戏本笔记本电脑 钢琴白新G5 i5-9300H 1650-4G显卡 16GB 512GB高速固态+1T定制,41866444453,8248.00,5778,5,2382,3377,0.96,145,85,57,37
惠普（HP）ENVYx360 笔记本电脑 薄锐15.6英寸轻薄本触控翻转本超薄窄边框惠普笔记本 i5-10210U 8G 512G标配 高色域 满血版 4G独显 触控屏 平板二合一,惠普（HP）,惠普（HP）ENVY15-CN,43672321421,3189.00,5544,5,4638,4393,0.99,17,14,15,11
惠普（HP）ENVYx360 笔记本电脑 薄锐15.6英寸轻薄本触控翻转本超薄窄边框惠普笔记本 i7-10510U 16G 1TB定制 高色域 满血版 4G独显 触控屏 平板二合一,惠普（HP）,惠普（HP）ENVY15-CN,43675170010,2899.00,5544,5,4638,4393,0.99,17,14,15,11
惠普（HP）ENVYx360 笔记本电脑 薄锐15.6英寸轻薄本触控翻转本超薄窄边框惠普笔记本 i7-8565U 16G 512G标配 高色域 满血版 4G独显 触控屏 平板二合一,惠普（HP）,惠普（HP）ENVY15-CN,43672321435,3099.00,5544,5,4638,4393,0.99,17,14,15,11
联想笔记本Ideapad320S-15 超薄笔记本电脑轻薄本商务办公学生游戏本 双核A9-9420 2G独显 8GB内存 1T+256G固态；定制,联想（Lenovo）,联想（Lenovo）ideapad320s-15,14709860536,11599.00,5543,5,5318,652,0.96,33,2,78,93
联想笔记本Ideapad320S-15 超薄笔记本电脑轻薄本商务办公学生游戏本 双核A9-9420 2G独显 8GB内存 1TB机械硬盘；定制,联想（Lenovo）,联想（Lenovo）ideapad320s-15,10080552755,10999.00,5543,5,5318,652,0.96,33,2,78,93
联想笔记本Ideapad320S-15 超薄笔记本电脑轻薄本商务办公学生游戏本 双核A9-9420 2G独显 8GB内存 1T+128G固态；定制,联想（Lenovo）,联想（Lenovo）ideapad320s-15,14709860535,7469.00,5543,5,5318,652,0.96,33,2,78,93
戴尔（DELL）灵越游匣G5/G3 15.6英寸酷睿高清学生游戏本笔记本电脑 暮光黑新G5 i5-9300H 1650-4G显卡 32GB 1TB高速固态+2TB定制,戴尔（DELL）,戴尔（DELL）灵越游匣G5/G3 15.6英寸酷睿高清学生游戏本笔记本电脑 暮光黑新G5 i5-9300H 1650-4G显卡 32GB 1TB高速固态+2TB定制,41866444439,4199.00,5778,5,2382,3377,0.96,145,85,57,37
戴尔（DELL）灵越游匣G5/G3 15.6英寸酷睿高清学生游戏本笔记本电脑 雅红i7-8750H GTX1060MQ 6G独显 32GB 512GB高速固态+1T定制,戴尔（DELL）,戴尔（DELL）灵越游匣G5/G3 15.6英寸酷睿高清学生游戏本笔记本电脑 雅红i7-8750H GTX1060MQ 6G独显 32GB 512GB高速固态+1T定制,41866444470,3499.00,5778,5,2382,3377,0.96,145,85,57,37
戴尔（DELL）灵越游匣G5/G3 15.6英寸酷睿高清学生游戏本笔记本电脑 雅红i7-8750H GTX1060MQ 6G独显 16GB 128GB高速固态+1T定制,戴尔（DELL）,戴尔（DELL）灵越游匣G5/G3 15.6英寸酷睿高清学生游戏本笔记本电脑 雅红i7-8750H GTX1060MQ 6G独显 16GB 128GB高速固态+1T定制,41866444460,2899.00,5778,5,2382,3377,0.96,145,85,57,37
【限时秒杀】联想笔记本IdeaPad340C 15.6英寸电脑商务游戏办公本独显手提轻薄本 定制【i5-8265U/4G/1T+128G】 2G独显 带正版office,联想（Lenovo）,【限时秒杀】联想笔记本IdeaPad340C 15.6英寸电脑商务游戏办公本独显手提轻薄本 定制【i5-8265U/4G/1T+128G】 2G独显 带正版office,11944218358,6799.00,5630,5,5227,2671,0.97,105,39,58,49
联想笔记本Ideapad320S-15 超薄笔记本电脑轻薄本商务办公学生游戏本 四核A10-9620 2G独显 8GB内存 1T+256G固态；定制,联想（Lenovo）,联想（Lenovo）ideapad320s-15,14709860540,2618.00,5543,5,5318,652,0.96,33,2,78,93
联想笔记本Ideapad320S-15 超薄笔记本电脑轻薄本商务办公学生游戏本 双核A9-9420 2G独显 8GB内存 256GB单固态；定制,联想（Lenovo）,联想（Lenovo）ideapad320s-15,35312764362,7999.00,5543,5,5318,652,0.96,33,2,78,93
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
联想笔记本电脑 小新潮7000 14英寸超轻薄本学生轻薄本办公商务本超薄笔记本电脑 定制三：A4 8G 256G固态 2G独显,联想（Lenovo）,联想笔记本电脑 小新潮7000 14英寸超轻薄本学生轻薄本办公商务本超薄笔记本电脑 定制三：A4 8G 256G固态 2G独显,30933161336,2999.00,5430,5,4725,3961,0.97,80,46,62,50
惠普（HP）星14 青春版 笔记本电脑 小欧14s 14英寸轻薄便携 商务办公女学生手提电脑【新品】 静谧银【AMD-R3版】 发烧版 8G内存/500G固态,惠普（HP）,惠普（HP）星14 青春版 笔记本电脑 小欧14s 14英寸轻薄便携 商务办公女学生手提电脑【新品】 静谧银【AMD-R3版】 发烧版 8G内存/500G固态,12513857966,3619.00,5473,5,4333,2344,0.97,217,191,54,42
【新品上市】苹果2019新款MacBook Pro 13.3英寸苹果笔记本电脑2018款超薄笔记本 19新款MV9A2CH/A-银色-512GB,APPLE苹果,APPLE苹果MacBook Pro,30390528710,13888.00,5428,5,3853,3515,0.97,92,66,85,29
【新品上市】苹果2019新款MacBook Pro 13.3英寸苹果笔记本电脑2018款超薄笔记本 19新款MV972CH/A-深空灰-512GB,APPLE苹果,APPLE苹果MacBook Pro,48694525706,13888.00,5428,5,3853,3515,0.97,92,66,85,29
华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 定制银丨i5-8250U 8G+256G+1T,华为（HUAWEI）,华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 定制银丨i5-8250U 8G+256G+1T,37353958540,5588.00,5413,5,3208,3473,0.98,125,74,29,14
华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 定制银丨i5-8250U 16G+256G,华为（HUAWEI）,华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 定制银丨i5-8250U 16G+256G,41567640171,5888.00,5413,5,3208,3473,0.98,125,74,29,14
华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 定制银丨i7-8550U 16G+512G,华为（HUAWEI）,华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 定制银丨i7-8550U 16G+512G,37353958542,6888.00,5413,5,3208,3473,0.98,125,74,29,14
华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 标配银丨i3-8130U 8G 256G集显【新品,华为（HUAWEI）,华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 标配银丨i3-8130U 8G 256G集显【新品,44038200406,4588.00,5413,5,3208,3473,0.98,125,74,29,14
华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 定制银丨i7-8550U 16G+512G+1T,华为（HUAWEI）,华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 定制银丨i7-8550U 16G+512G+1T,38261929387,7288.00,5413,5,3208,3473,0.98,125,74,29,14
华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 定制银丨i5-8250U 16G+512G 独显,华为（HUAWEI）,华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 定制银丨i5-8250U 16G+512G 独显,57533050476,6188.00,5413,5,3208,3473,0.98,125,74,29,14
惠普（HP）星14 青春版 笔记本电脑 小欧14s 14英寸轻薄便携 商务办公女学生手提电脑【新品】 经典黑【赛扬4000】 官方标配 4G内存/120G固态,惠普（HP）,惠普（HP）星14 青春版 笔记本电脑 小欧14s 14英寸轻薄便携 商务办公女学生手提电脑【新品】 经典黑【赛扬4000】 官方标配 4G内存/120G固态,31503709957,2619.00,5473,5,4333,2344,0.97,217,191,54,42
华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 定制银丨i7-8550U 8G+512G+1T,华为（HUAWEI）,华为笔记本MateBook D超薄本15.6英寸轻薄本商务办公学生手提游戏本便携笔记本电脑超极本 预装正版office 定制银丨i7-8550U 8G+512G+1T,37353958541,6888.00,5413,5,3208,3473,0.98,125,74,29,14
微软（Microsoft）Surface Go 平板电脑10英寸笔记本二合一轻薄便携办公新品 【咨询客服送正版OFFICE】4G内存 64G储存 【咨询领券立减】送微软原装键盘+USB拓展坞,微软（Microsoft）,微软（Microsoft）Surface Go,31525884232,3218.00,5761,5,2441,3952,0.98,69,71,31,9
机械师F117-V 240Hz全面屏游戏本九代i7-9750H/RTX2060独显吃鸡笔记本电脑 旗舰版9代i7/32G/512G倍音速固态+2T,机械师（MACHENIKE）,机械师F117-V 240Hz全面屏游戏本九代i7-9750H/RTX2060独显吃鸡笔记本电脑 旗舰版9代i7/32G/512G倍音速固态+2T,29225181414,12199.00,5394,5,4859,1761,0.98,340,237,36,29
机械师F117-V 240Hz全面屏游戏本九代i7-9750H/RTX2060独显吃鸡笔记本电脑 进阶版i7/32G/1T倍音速固态+2T,机械师（MACHENIKE）,机械师F117-V 240Hz全面屏游戏本九代i7-9750H/RTX2060独显吃鸡笔记本电脑 进阶版i7/32G/1T倍音速固态+2T,29225181415,12999.00,5394,5,4859,1761,0.98,340,237,36,29
机械师F117-V 240Hz全面屏游戏本九代i7-9750H/RTX2060独显吃鸡笔记本电脑 竞速版9代i7/16G/512G倍音速固态+2T,机械师（MACHENIKE）,机械师F117-V 240Hz全面屏游戏本九代i7-9750H/RTX2060独显吃鸡笔记本电脑 竞速版9代i7/16G/512G倍音速固态+2T,26533484042,11399.00,5394,5,4859,1761,0.98,340,237,36,29
【新品上市】苹果2019新款MacBook Pro 13.3英寸苹果笔记本电脑2018款超薄笔记本 19新款MV962CH/A-深空灰-256GB,APPLE苹果,APPLE苹果MacBook Pro,48698973765,12388.00,5428,5,3853,3515,0.97,92,66,85,29
联想 拯救者Y7000 15.6英寸吃鸡游戏笔记本电脑p全面屏八代I5四核轻薄手提GTX1050TI 定制升级 i7-8750H/16G/1T+256G GTX1050TI 4G独显,联想（Lenovo）,联想 拯救者Y7000 15.6英寸吃鸡游戏笔记本电脑p全面屏八代I5四核轻薄手提GTX1050TI 定制升级 i7-8750H/16G/1T+256G GTX1050TI 4G独显,41475755577,7899.00,5472,5,5208,3811,0.98,35,44,30,25
微星(MSI)GF/P GL63冲锋坦克 15.6英寸IPS窄边框轻薄学生吃鸡电竞游戏笔记本电脑 新品GL65 i7/1660Ti/120HZ 爆款版 8G内存 128G PCI-E+1TB,微星（MSI）,微星(MSI)GF/P GL63冲锋坦克 15.6英寸IPS窄边框轻薄学生吃鸡电竞游戏笔记本电脑 新品GL65 i7/1660Ti/120HZ 爆款版 8G内存 128G PCI-E+1TB,31988255131,10588.00,5348,5,2787,3453,0.98,27,22,24,26
【新品上市】苹果2019新款MacBook Pro 13.3英寸苹果笔记本电脑2018款超薄笔记本 19款MUHR2CH/A-银色-256G,APPLE苹果,APPLE苹果MacBook Pro,48694525705,3199.00,5428,5,3853,3515,0.97,92,66,85,29
微星(MSI)GF/P GL63冲锋坦克 15.6英寸IPS窄边框轻薄学生吃鸡电竞游戏笔记本电脑 窄边框GF63 i7/1650 Max-Q 顶配版 16G内存 512G PCI-E+1TB,微星（MSI）,微星(MSI)GF/P GL63冲锋坦克 15.6英寸IPS窄边框轻薄学生吃鸡电竞游戏笔记本电脑 窄边框GF63 i7/1650 Max-Q 顶配版 16G内存 512G PCI-E+1TB,34140403680,3399.00,5348,5,2787,3453,0.98,27,22,24,26
微星(MSI)GF/P GL63冲锋坦克 15.6英寸IPS窄边框轻薄学生吃鸡电竞游戏笔记本电脑 新品GL65 i7/1660Ti/120HZ 进阶版 16G内存 256G PCI-E+1TB,微星（MSI）,微星(MSI)GF/P GL63冲锋坦克 15.6英寸IPS窄边框轻薄学生吃鸡电竞游戏笔记本电脑 新品GL65 i7/1660Ti/120HZ 进阶版 16G内存 256G PCI-E+1TB,31988255134,2449.00,5348,5,2787,3453,0.98,27,22,24,26
联想笔记本电脑 小新潮7000 14英寸超轻薄本学生轻薄本办公商务本超薄笔记本电脑 定制九:A4 8G 500G+128G固 2G独显,联想（Lenovo）,联想笔记本电脑 小新潮7000 14英寸超轻薄本学生轻薄本办公商务本超薄笔记本电脑 定制九:A4 8G 500G+128G固 2G独显,41573019427,12988.00,5430,5,4725,3961,0.97,80,46,62,50
联想笔记本电脑 小新潮7000 14英寸超轻薄本学生轻薄本办公商务本超薄笔记本电脑 定制七:A4 8G 1T+256G固态 2G独显,联想（Lenovo）,联想笔记本电脑 小新潮7000 14英寸超轻薄本学生轻薄本办公商务本超薄笔记本电脑 定制七:A4 8G 1T+256G固态 2G独显,32499250801,3368.00,5430,5,4725,3961,0.97,80,46,62,50
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
微星(MSI)GF/P GL63冲锋坦克 15.6英寸IPS窄边框轻薄学生吃鸡电竞游戏笔记本电脑 窄边框GF63 i7/1650 Max-Q 旗舰版 8G内存 256G PCI-E+1TB,微星（MSI）,微星(MSI)GF/P GL63冲锋坦克 15.6英寸IPS窄边框轻薄学生吃鸡电竞游戏笔记本电脑 窄边框GF63 i7/1650 Max-Q 旗舰版 8G内存 256G PCI-E+1TB,34140403677,5799.00,5348,5,2787,3453,0.98,27,22,24,26
联想小新潮7000 13.3英寸超轻薄笔记本电脑四核独显高色域 i7-8550 8G 512G 固态 轻奢金 MX150 2G独显+100%sRGB高色域,联想（Lenovo）,联想小新潮7000 13.3英寸超轻薄笔记本电脑四核独显高色域 i7-8550 8G 512G 固态 轻奢金 MX150 2G独显+100%sRGB高色域,17763950122,5899.00,5257,5,3205,3511,0.98,117,41,35,14
联想小新潮7000 13.3英寸超轻薄笔记本电脑四核独显高色域 i7-8550 8G 512G 固态 雅致银 MX150 2G独显+100%sRGB高色域,联想（Lenovo）,联想小新潮7000 13.3英寸超轻薄笔记本电脑四核独显高色域 i7-8550 8G 512G 固态 雅致银 MX150 2G独显+100%sRGB高色域,17763950124,6199.00,5257,5,3205,3511,0.98,117,41,35,14
联想小新潮7000 13.3英寸超轻薄笔记本电脑四核独显高色域 i7-8550 8G 1TB大固态 定制金 MX150 2G独显+100%sRGB高色域,联想（Lenovo）,联想小新潮7000 13.3英寸超轻薄笔记本电脑四核独显高色域 i7-8550 8G 1TB大固态 定制金 MX150 2G独显+100%sRGB高色域,17763950121,4899.00,5257,5,3205,3511,0.98,117,41,35,14
戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 茜素红 | 四核八线程 【 四核i5/MX130】 【旗舰版】8G内存/1T+256G PCIE双硬,戴尔（DELL）,戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 茜素红 | 四核八线程 【 四核i5/MX130】 【旗舰版】8G内存/1T+256G PCIE双硬,58246642944,4989.00,5224,5,3319,2991,0.98,643,95,35,16
戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/MX130】 【轻奢版】8G内存/1T+512G PCIE双硬,戴尔（DELL）,戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/MX130】 【轻奢版】8G内存/1T+512G PCIE双硬,32832789273,4799.00,5223,5,3318,2991,0.98,643,95,35,16
戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/MX130】 【进阶版】8G内存 / 512G PCIE全固态,戴尔（DELL）,戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/MX130】 【进阶版】8G内存 / 512G PCIE全固态,31391469607,4789.00,5225,5,3320,2991,0.98,643,95,35,16
戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 茜素红 | 四核八线程 【 四核i5/MX130】 【进阶版】8G内存 / 512G PCIE全固态,戴尔（DELL）,戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 茜素红 | 四核八线程 【 四核i5/MX130】 【进阶版】8G内存 / 512G PCIE全固态,54912863896,4389.00,5223,5,3318,2991,0.98,643,95,35,16
戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/HD620】 【青春版】8G内存/1T+128G PCIE双硬,戴尔（DELL）,戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/HD620】 【青春版】8G内存/1T+128G PCIE双硬,30720925180,4489.00,5223,5,3318,2991,0.98,643,95,35,16
戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/HD620】 【进阶版】8G内存 / 512G PCIE全固态,戴尔（DELL）,戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/HD620】 【进阶版】8G内存 / 512G PCIE全固态,31391469605,4999.00,5223,5,3318,2991,0.98,643,95,35,16
戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 茜素红 | 四核八线程 【 四核i5/MX130】 【轻奢版】8G内存/1T+512G PCIE双硬,戴尔（DELL）,戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 茜素红 | 四核八线程 【 四核i5/MX130】 【轻奢版】8G内存/1T+512G PCIE双硬,54912863897,4699.00,5223,5,3318,2991,0.98,643,95,35,16
戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/HD620】 【轻奢版】8G内存/1T+512G PCIE双硬,戴尔（DELL）,戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/HD620】 【轻奢版】8G内存/1T+512G PCIE双硬,32832789272,4889.00,5223,5,3318,2991,0.98,643,95,35,16
戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/MX130】 【旗舰版】8G内存/1T+256G PCIE双硬,戴尔（DELL）,戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/MX130】 【旗舰版】8G内存/1T+256G PCIE双硬,33591698226,4689.00,5223,5,3318,2991,0.98,643,95,35,16
戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/MX130】 【青春版】8G内存/1T+128G PCIE双硬,戴尔（DELL）,戴尔（DELL）灵越5480燃5000 5370酷睿i5手提14英寸轻薄学生游戏办公超极笔记本电脑 闪耀银 | 四核八线程 【 四核i5/MX130】 【青春版】8G内存/1T+128G PCIE双硬,30720925182,3289.00,5223,5,3318,2991,0.98,643,95,35,16
联想小新14青春版锐龙2019款R5笔记本电脑超薄本14英寸女超级本学生用轻薄女生商务办公游戏超极本 标配丨R5-3500U 8G 256G固态 银灰 Vega8高性能显卡,联想（Lenovo）,联想小新14青春版锐龙2019款R5笔记本电脑超薄本14英寸女超级本学生用轻薄女生商务办公游戏超极本 标配丨R5-3500U 8G 256G固态 银灰 Vega8高性能显卡,53624853927,3589.00,5198,5,1065,4098,0.96,65,107,20,15
联想小新14青春版锐龙2019款R5笔记本电脑超薄本14英寸女超级本学生用轻薄女生商务办公游戏超极本 定制丨R5-3500U 12G 512固态 银灰 Vega8高性能显卡,联想（Lenovo）,联想小新14青春版锐龙2019款R5笔记本电脑超薄本14英寸女超级本学生用轻薄女生商务办公游戏超极本 定制丨R5-3500U 12G 512固态 银灰 Vega8高性能显卡,53624853929,3699.00,5197,5,1064,4098,0.96,64,107,20,15
联想小新14青春版锐龙2019款R5笔记本电脑超薄本14英寸女超级本学生用轻薄女生商务办公游戏超极本 定制R5-3500U 12G 1T+256G 银灰 Vega8高性能显卡,联想（Lenovo）,联想小新14青春版锐龙2019款R5笔记本电脑超薄本14英寸女超级本学生用轻薄女生商务办公游戏超极本 定制R5-3500U 12G 1T+256G 银灰 Vega8高性能显卡,53624853931,3699.00,5198,5,1065,4098,0.96,65,107,20,15
联想小新14青春版锐龙2019款R5笔记本电脑超薄本14英寸女超级本学生用轻薄女生商务办公游戏超极本 定制丨R5-3500U 8G 512G固态 银灰 Vega8高性能显卡,联想（Lenovo）,联想小新14青春版锐龙2019款R5笔记本电脑超薄本14英寸女超级本学生用轻薄女生商务办公游戏超极本 定制丨R5-3500U 8G 512G固态 银灰 Vega8高性能显卡,53624853928,4699.00,5194,5,1061,4098,0.96,64,107,20,15
【四核处理器】ThinkPad联想 E485 14英寸锐龙5笔记本电脑ibm办公超级本 (16GB内存128G固态+2TB双硬盘 R5处理器 正版office）0GCD升配,ThinkPad,ThinkPad485,40944508968,6379.00,5309,5,4566,786,0.96,79,28,93,73
戴尔（DELL）灵越游匣新G3游戏本G3 3590 15.6英寸酷睿九代标压电竞游戏笔记本电脑 GTX1650独显4G 九代四核I5-9300H 8G内存 1T机械+256G固态PCie 定制,戴尔（DELL）,戴尔（DELL）灵越游匣新G3游戏本G3 3590 15.6英寸酷睿九代标压电竞游戏笔记本电脑 GTX1650独显4G 九代四核I5-9300H 8G内存 1T机械+256G固态PCie 定制,31635542106,6499.00,5169,5,2573,3556,0.97,77,59,46,33
